ticker,as_of,period_type,metric,ref_period,value
TTWO,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,10.0
TTWO,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,-0.2006
TTWO,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,1.82315
TTWO,2026-08-15,estimate,epsEstLow,FQ2026-12-31,0.82
TTWO,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,3.09
TTWO,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,9.0
TTWO,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,4.6463
TTWO,2026-08-15,estimate,epsEstAvg,FY2027-03-31,2.03495
TTWO,2026-08-15,estimate,epsEstLow,FY2027-03-31,0.73
TTWO,2026-08-15,estimate,epsEstHigh,FY2027-03-31,3.76
TTWO,2026-08-15,estimate,epsEstAnalysts,FY2027-03-31,12.0
TTWO,2026-08-15,estimate,epsEstGrowth,FY2027-03-31,2.2561
TTWO,2026-08-15,estimate,epsEstAvg,FY2028-03-31,5.4532
TTWO,2026-08-15,estimate,epsEstLow,FY2028-03-31,2.03
TTWO,2026-08-15,estimate,epsEstHigh,FY2028-03-31,8.48
TTWO,2026-08-15,estimate,epsEstAnalysts,FY2028-03-31,15.0
TTWO,2026-08-15,estimate,epsEstGrowth,FY2028-03-31,1.6797999
TTWO,2026-08-15,estimate,revEstAvg,FQ2026-09-30,1659810810.0
TTWO,2026-08-15,estimate,revEstLow,FQ2026-09-30,1630300000.0
TTWO,2026-08-15,estimate,revEstHigh,FQ2026-09-30,1701200000.0
TTWO,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,16.0
TTWO,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,-0.1534
TTWO,2026-08-15,estimate,revEstAvg,FQ2026-12-31,3338529600.0
TTWO,2026-08-15,estimate,revEstLow,FQ2026-12-31,2702092000.0
TTWO,2026-08-15,estimate,revEstHigh,FQ2026-12-31,3788900000.0
TTWO,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,15.0
TTWO,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.9
TTWO,2026-08-15,estimate,revEstAvg,FY2027-03-31,8493261460.0
TTWO,2026-08-15,estimate,revEstLow,FY2027-03-31,8027000000.0
TTWO,2026-08-15,estimate,revEstHigh,FY2027-03-31,9161268040.0
TTWO,2026-08-15,estimate,revEstAnalysts,FY2027-03-31,19.0
TTWO,2026-08-15,estimate,revEstGrowth,FY2027-03-31,0.2637
TTWO,2026-08-15,estimate,revEstAvg,FY2028-03-31,9235781940.0
TTWO,2026-08-15,estimate,revEstLow,FY2028-03-31,8411500000.0
TTWO,2026-08-15,estimate,revEstHigh,FY2028-03-31,11192100000.0
TTWO,2026-08-15,estimate,revEstAnalysts,FY2028-03-31,20.0
TTWO,2026-08-15,estimate,revEstGrowth,FY2028-03-31,0.0874
TTWO,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,3.0
TTWO,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,2.0
TTWO,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,3.0
TTWO,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,3.0
TTWO,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,1.0
TTWO,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,2.0
TTWO,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,0.0
TTWO,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,0.0
TTWO,2026-08-15,estimate,epsRevUp7,FY2027-03-31,1.0
TTWO,2026-08-15,estimate,epsRevUp30,FY2027-03-31,4.0
TTWO,2026-08-15,estimate,epsRevDown7,FY2027-03-31,0.0
TTWO,2026-08-15,estimate,epsRevDown30,FY2027-03-31,0.0
TTWO,2026-08-15,estimate,epsRevUp7,FY2028-03-31,1.0
TTWO,2026-08-15,estimate,epsRevUp30,FY2028-03-31,4.0
TTWO,2026-08-15,estimate,epsRevDown7,FY2028-03-31,0.0
TTWO,2026-08-15,estimate,epsRevDown30,FY2028-03-31,1.0
RBLX,2026-08-15,estimate,epsEst,FQ2026-09-30,-0.41841
RBLX,2026-08-08,estimate,epsEst,FQ2026-09-30,-0.42016
RBLX,2026-07-16,estimate,epsEst,FQ2026-09-30,-0.43252
RBLX,2026-06-16,estimate,epsEst,FQ2026-09-30,-0.43572
RBLX,2026-05-17,estimate,epsEst,FQ2026-09-30,-0.43372
RBLX,2026-08-15,estimate,epsEst,FQ2026-12-31,-0.43367
RBLX,2026-08-08,estimate,epsEst,FQ2026-12-31,-0.41427
RBLX,2026-07-16,estimate,epsEst,FQ2026-12-31,-0.42417
RBLX,2026-06-16,estimate,epsEst,FQ2026-12-31,-0.42121
RBLX,2026-05-17,estimate,epsEst,FQ2026-12-31,-0.41455
RBLX,2026-08-15,estimate,epsEst,FY2026-12-31,-1.48364
RBLX,2026-08-08,estimate,epsEst,FY2026-12-31,-1.48097
RBLX,2026-07-16,estimate,epsEst,FY2026-12-31,-1.50964
RBLX,2026-06-16,estimate,epsEst,FY2026-12-31,-1.52384
RBLX,2026-05-17,estimate,epsEst,FY2026-12-31,-1.52384
RBLX,2026-08-15,estimate,epsEst,FY2027-12-31,-1.17171
RBLX,2026-08-08,estimate,epsEst,FY2027-12-31,-1.14358
RBLX,2026-07-16,estimate,epsEst,FY2027-12-31,-1.13704
RBLX,2026-06-16,estimate,epsEst,FY2027-12-31,-1.14367
RBLX,2026-05-17,estimate,epsEst,FY2027-12-31,-1.14367
RBLX,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,-0.41841
RBLX,2026-08-15,estimate,epsEstLow,FQ2026-09-30,-0.47
RBLX,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,-0.28
RBLX,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,17.0
RBLX,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,-0.1308
RBLX,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,-0.43367
RBLX,2026-08-15,estimate,epsEstLow,FQ2026-12-31,-0.61
RBLX,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,-0.24419
RBLX,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,17.0
RBLX,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.0363
RBLX,2026-08-15,estimate,epsEstAvg,FY2026-12-31,-1.48364
RBLX,2026-08-15,estimate,epsEstLow,FY2026-12-31,-2.05
RBLX,2026-08-15,estimate,epsEstHigh,FY2026-12-31,-1.25872
RBLX,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,22.0
RBLX,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.0366
RBLX,2026-08-15,estimate,epsEstAvg,FY2027-12-31,-1.17171
RBLX,2026-08-15,estimate,epsEstLow,FY2027-12-31,-1.99
RBLX,2026-08-15,estimate,epsEstHigh,FY2027-12-31,-0.31
RBLX,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,26.0
RBLX,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,0.21020001
RBLX,2026-08-15,estimate,revEstAvg,FQ2026-09-30,1618329260.0
RBLX,2026-08-15,estimate,revEstLow,FQ2026-09-30,1581000000.0
RBLX,2026-08-15,estimate,revEstHigh,FQ2026-09-30,1717000000.0
RBLX,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,19.0
RBLX,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,-0.1579
RBLX,2026-08-15,estimate,revEstAvg,FQ2026-12-31,2026406610.0
RBLX,2026-08-15,estimate,revEstLow,FQ2026-12-31,1860000000.0
RBLX,2026-08-15,estimate,revEstHigh,FQ2026-12-31,2462000000.0
RBLX,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,19.0
RBLX,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,-0.0881
RBLX,2026-08-15,estimate,revEstAvg,FY2026-12-31,6902536210.0
RBLX,2026-08-15,estimate,revEstLow,FY2026-12-31,6144000000.0
RBLX,2026-08-15,estimate,revEstHigh,FY2026-12-31,7467000000.0
RBLX,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,23.0
RBLX,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.0168
RBLX,2026-08-15,estimate,revEstAvg,FY2027-12-31,7873889060.0
RBLX,2026-08-15,estimate,revEstLow,FY2027-12-31,7053947000.0
RBLX,2026-08-15,estimate,revEstHigh,FY2027-12-31,9271000000.0
RBLX,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,24.0
RBLX,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.1407
RBLX,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,4.0
RBLX,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,5.0
RBLX,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,8.0
RBLX,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,7.0
RBLX,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,6.0
RBLX,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,6.0
RBLX,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,7.0
RBLX,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,7.0
RBLX,2026-08-15,estimate,epsRevUp7,FY2026-12-31,9.0
RBLX,2026-08-15,estimate,epsRevUp30,FY2026-12-31,10.0
RBLX,2026-08-15,estimate,epsRevDown7,FY2026-12-31,8.0
RBLX,2026-08-15,estimate,epsRevDown30,FY2026-12-31,7.0
RBLX,2026-08-15,estimate,epsRevUp7,FY2027-12-31,8.0
RBLX,2026-08-15,estimate,epsRevUp30,FY2027-12-31,8.0
RBLX,2026-08-15,estimate,epsRevDown7,FY2027-12-31,13.0
RBLX,2026-08-15,estimate,epsRevDown30,FY2027-12-31,14.0
TMUS,2026-08-15,estimate,epsEst,FQ2026-09-30,2.9015
TMUS,2026-08-08,estimate,epsEst,FQ2026-09-30,2.90759
TMUS,2026-07-16,estimate,epsEst,FQ2026-09-30,2.87715
TMUS,2026-06-16,estimate,epsEst,FQ2026-09-30,2.87768
TMUS,2026-05-17,estimate,epsEst,FQ2026-09-30,2.886
TMUS,2026-08-15,estimate,epsEst,FQ2026-12-31,2.76657
TMUS,2026-08-08,estimate,epsEst,FQ2026-12-31,2.72177
TMUS,2026-07-16,estimate,epsEst,FQ2026-12-31,2.67743
TMUS,2026-06-16,estimate,epsEst,FQ2026-12-31,2.68089
TMUS,2026-05-17,estimate,epsEst,FQ2026-12-31,2.61694
TMUS,2026-08-15,estimate,epsEst,FY2026-12-31,10.94575
TMUS,2026-08-08,estimate,epsEst,FY2026-12-31,10.92813
TMUS,2026-07-16,estimate,epsEst,FY2026-12-31,10.44163
TMUS,2026-06-16,estimate,epsEst,FY2026-12-31,10.46448
TMUS,2026-05-17,estimate,epsEst,FY2026-12-31,0.0
TMUS,2026-08-15,estimate,epsEst,FY2027-12-31,13.89549
TMUS,2026-08-08,estimate,epsEst,FY2027-12-31,13.88358
TMUS,2026-07-16,estimate,epsEst,FY2027-12-31,13.54396
TMUS,2026-06-16,estimate,epsEst,FY2027-12-31,13.5431
TMUS,2026-05-17,estimate,epsEst,FY2027-12-31,13.5431
TMUS,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,2.9015
TMUS,2026-08-15,estimate,epsEstLow,FQ2026-09-30,2.67
TMUS,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,3.1
TMUS,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,17.0
TMUS,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.2039
TMUS,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,2.76657
TMUS,2026-08-15,estimate,epsEstLow,FQ2026-12-31,2.42
TMUS,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,3.13
TMUS,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,17.0
TMUS,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.4716
TMUS,2026-08-15,estimate,epsEstAvg,FY2026-12-31,10.94575
TMUS,2026-08-15,estimate,epsEstLow,FY2026-12-31,10.35
TMUS,2026-08-15,estimate,epsEstHigh,FY2026-12-31,11.44
TMUS,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,21.0
TMUS,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.1261
TMUS,2026-08-15,estimate,epsEstAvg,FY2027-12-31,13.89549
TMUS,2026-08-15,estimate,epsEstLow,FY2027-12-31,11.5
TMUS,2026-08-15,estimate,epsEstHigh,FY2027-12-31,16.58
TMUS,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,21.0
TMUS,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,0.26950002
TMUS,2026-08-15,estimate,revEstAvg,FQ2026-09-30,23149415170.0
TMUS,2026-08-15,estimate,revEstLow,FQ2026-09-30,23037000000.0
TMUS,2026-08-15,estimate,revEstHigh,FQ2026-09-30,23296000000.0
TMUS,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,19.0
TMUS,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.0543
TMUS,2026-08-15,estimate,revEstAvg,FQ2026-12-31,25426315160.0
TMUS,2026-08-15,estimate,revEstLow,FQ2026-12-31,25209000000.0
TMUS,2026-08-15,estimate,revEstHigh,FQ2026-12-31,25795000000.0
TMUS,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,18.0
TMUS,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.044899996
TMUS,2026-08-15,estimate,revEstAvg,FY2026-12-31,94368790330.0
TMUS,2026-08-15,estimate,revEstLow,FY2026-12-31,93142000000.0
TMUS,2026-08-15,estimate,revEstHigh,FY2026-12-31,94904000000.0
TMUS,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,25.0
TMUS,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.0686
TMUS,2026-08-15,estimate,revEstAvg,FY2027-12-31,98601818360.0
TMUS,2026-08-15,estimate,revEstLow,FY2027-12-31,96182000000.0
TMUS,2026-08-15,estimate,revEstHigh,FY2027-12-31,99574000000.0
TMUS,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,23.0
TMUS,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.044899996
TMUS,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,6.0
TMUS,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,7.0
TMUS,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,8.0
TMUS,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,9.0
TMUS,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,10.0
TMUS,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,10.0
TMUS,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,4.0
TMUS,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,6.0
TMUS,2026-08-15,estimate,epsRevUp7,FY2026-12-31,16.0
TMUS,2026-08-15,estimate,epsRevUp30,FY2026-12-31,15.0
TMUS,2026-08-15,estimate,epsRevDown7,FY2026-12-31,2.0
TMUS,2026-08-15,estimate,epsRevDown30,FY2026-12-31,3.0
TMUS,2026-08-15,estimate,epsRevUp7,FY2027-12-31,13.0
TMUS,2026-08-15,estimate,epsRevUp30,FY2027-12-31,12.0
TMUS,2026-08-15,estimate,epsRevDown7,FY2027-12-31,5.0
TMUS,2026-08-15,estimate,epsRevDown30,FY2027-12-31,6.0
VZ,2026-08-15,estimate,epsEst,FQ2026-09-30,1.28508
VZ,2026-08-08,estimate,epsEst,FQ2026-09-30,1.28592
VZ,2026-07-16,estimate,epsEst,FQ2026-09-30,1.29526
VZ,2026-06-16,estimate,epsEst,FQ2026-09-30,1.29264
VZ,2026-05-17,estimate,epsEst,FQ2026-09-30,1.29422
VZ,2026-08-15,estimate,epsEst,FQ2026-12-31,1.14685
VZ,2026-08-08,estimate,epsEst,FQ2026-12-31,1.14685
VZ,2026-07-16,estimate,epsEst,FQ2026-12-31,1.12065
VZ,2026-06-16,estimate,epsEst,FQ2026-12-31,1.13058
VZ,2026-05-17,estimate,epsEst,FQ2026-12-31,1.12606
VZ,2026-08-15,estimate,epsEst,FY2026-12-31,5.01242
VZ,2026-08-08,estimate,epsEst,FY2026-12-31,5.02707
VZ,2026-07-16,estimate,epsEst,FY2026-12-31,4.94113
VZ,2026-06-16,estimate,epsEst,FY2026-12-31,4.97301
VZ,2026-05-17,estimate,epsEst,FY2026-12-31,4.95537
VZ,2026-08-15,estimate,epsEst,FY2027-12-31,5.28049
VZ,2026-08-08,estimate,epsEst,FY2027-12-31,5.27369
VZ,2026-07-16,estimate,epsEst,FY2027-12-31,5.27019
VZ,2026-06-16,estimate,epsEst,FY2027-12-31,5.27221
VZ,2026-05-17,estimate,epsEst,FY2027-12-31,5.27379
VZ,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,1.28508
VZ,2026-08-15,estimate,epsEstLow,FQ2026-09-30,1.23
VZ,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,1.38
VZ,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,19.0
VZ,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.062
VZ,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,1.14685
VZ,2026-08-15,estimate,epsEstLow,FQ2026-12-31,1.05
VZ,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,1.21
VZ,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,17.0
VZ,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.052199997
VZ,2026-08-15,estimate,epsEstAvg,FY2026-12-31,5.01242
VZ,2026-08-15,estimate,epsEstLow,FY2026-12-31,4.85
VZ,2026-08-15,estimate,epsEstHigh,FY2026-12-31,5.22
VZ,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,26.0
VZ,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.0642
VZ,2026-08-15,estimate,epsEstAvg,FY2027-12-31,5.28049
VZ,2026-08-15,estimate,epsEstLow,FY2027-12-31,5.04
VZ,2026-08-15,estimate,epsEstHigh,FY2027-12-31,5.51
VZ,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,25.0
VZ,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,0.0535
VZ,2026-08-15,estimate,revEstAvg,FQ2026-09-30,34805591780.0
VZ,2026-08-15,estimate,revEstLow,FQ2026-09-30,34193000000.0
VZ,2026-08-15,estimate,revEstHigh,FQ2026-09-30,35324000000.0
VZ,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,18.0
VZ,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.0291
VZ,2026-08-15,estimate,revEstAvg,FQ2026-12-31,37345087310.0
VZ,2026-08-15,estimate,revEstLow,FQ2026-12-31,36758000000.0
VZ,2026-08-15,estimate,revEstHigh,FQ2026-12-31,37834583650.0
VZ,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,16.0
VZ,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.026500002
VZ,2026-08-15,estimate,revEstAvg,FY2026-12-31,140911270240.0
VZ,2026-08-15,estimate,revEstLow,FY2026-12-31,139545561210.0
VZ,2026-08-15,estimate,revEstHigh,FY2026-12-31,143093000000.0
VZ,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,21.0
VZ,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.0197
VZ,2026-08-15,estimate,revEstAvg,FY2027-12-31,143591664920.0
VZ,2026-08-15,estimate,revEstLow,FY2027-12-31,140490900000.0
VZ,2026-08-15,estimate,revEstHigh,FY2027-12-31,147908939750.0
VZ,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,23.0
VZ,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.019
VZ,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,1.0
VZ,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,4.0
VZ,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,2.0
VZ,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,4.0
VZ,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,3.0
VZ,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,7.0
VZ,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,0.0
VZ,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,1.0
VZ,2026-08-15,estimate,epsRevUp7,FY2026-12-31,7.0
VZ,2026-08-15,estimate,epsRevUp30,FY2026-12-31,10.0
VZ,2026-08-15,estimate,epsRevDown7,FY2026-12-31,1.0
VZ,2026-08-15,estimate,epsRevDown30,FY2026-12-31,2.0
VZ,2026-08-15,estimate,epsRevUp7,FY2027-12-31,4.0
VZ,2026-08-15,estimate,epsRevUp30,FY2027-12-31,9.0
VZ,2026-08-15,estimate,epsRevDown7,FY2027-12-31,4.0
VZ,2026-08-15,estimate,epsRevDown30,FY2027-12-31,4.0
T,2026-08-15,estimate,epsEst,FQ2026-09-30,0.60395
T,2026-08-08,estimate,epsEst,FQ2026-09-30,0.59968
T,2026-07-16,estimate,epsEst,FQ2026-09-30,0.60746
T,2026-06-16,estimate,epsEst,FQ2026-09-30,0.6085
T,2026-05-17,estimate,epsEst,FQ2026-09-30,0.60899
T,2026-08-15,estimate,epsEst,FQ2026-12-31,0.52508
T,2026-08-08,estimate,epsEst,FQ2026-12-31,0.53544
T,2026-07-16,estimate,epsEst,FQ2026-12-31,0.54526
T,2026-06-16,estimate,epsEst,FQ2026-12-31,0.5476
T,2026-05-17,estimate,epsEst,FQ2026-12-31,0.54659
T,2026-08-15,estimate,epsEst,FY2026-12-31,2.33771
T,2026-08-08,estimate,epsEst,FY2026-12-31,2.33563
T,2026-07-16,estimate,epsEst,FY2026-12-31,2.31486
T,2026-06-16,estimate,epsEst,FY2026-12-31,2.31575
T,2026-05-17,estimate,epsEst,FY2026-12-31,2.31731
T,2026-08-15,estimate,epsEst,FY2027-12-31,2.56372
T,2026-08-08,estimate,epsEst,FY2027-12-31,2.56872
T,2026-07-16,estimate,epsEst,FY2027-12-31,2.55019
T,2026-06-16,estimate,epsEst,FY2027-12-31,2.55231
T,2026-05-17,estimate,epsEst,FY2027-12-31,2.55743
T,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,0.60395
T,2026-08-15,estimate,epsEstLow,FQ2026-09-30,0.565
T,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,0.64101
T,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,18.0
T,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.1184
T,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,0.52508
T,2026-08-15,estimate,epsEstLow,FQ2026-12-31,0.48
T,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,0.58
T,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,18.0
T,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.0098
T,2026-08-15,estimate,epsEstAvg,FY2026-12-31,2.33771
T,2026-08-15,estimate,epsEstLow,FY2026-12-31,2.29
T,2026-08-15,estimate,epsEstHigh,FY2026-12-31,2.41
T,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,24.0
T,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.1027
T,2026-08-15,estimate,epsEstAvg,FY2027-12-31,2.56372
T,2026-08-15,estimate,epsEstLow,FY2027-12-31,2.43
T,2026-08-15,estimate,epsEstHigh,FY2027-12-31,2.7
T,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,24.0
T,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,0.0967
T,2026-08-15,estimate,revEstAvg,FQ2026-09-30,31673678930.0
T,2026-08-15,estimate,revEstLow,FQ2026-09-30,31362044580.0
T,2026-08-15,estimate,revEstHigh,FQ2026-09-30,31907855000.0
T,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,16.0
T,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.031400003
T,2026-08-15,estimate,revEstAvg,FQ2026-12-31,34526158890.0
T,2026-08-15,estimate,revEstLow,FQ2026-12-31,33991000000.0
T,2026-08-15,estimate,revEstHigh,FQ2026-12-31,35254000000.0
T,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,16.0
T,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.0317
T,2026-08-15,estimate,revEstAvg,FY2026-12-31,129269014450.0
T,2026-08-15,estimate,revEstLow,FY2026-12-31,128469857830.0
T,2026-08-15,estimate,revEstHigh,FY2026-12-31,130148000000.0
T,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,22.0
T,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.028800001
T,2026-08-15,estimate,revEstAvg,FY2027-12-31,131968670390.0
T,2026-08-15,estimate,revEstLow,FY2027-12-31,130447548630.0
T,2026-08-15,estimate,revEstHigh,FY2027-12-31,133621000000.0
T,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,22.0
T,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.0209
T,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,7.0
T,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,7.0
T,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,8.0
T,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,7.0
T,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,2.0
T,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,2.0
T,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,12.0
T,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,13.0
T,2026-08-15,estimate,epsRevUp7,FY2026-12-31,12.0
T,2026-08-15,estimate,epsRevUp30,FY2026-12-31,15.0
T,2026-08-15,estimate,epsRevDown7,FY2026-12-31,6.0
T,2026-08-15,estimate,epsRevDown30,FY2026-12-31,3.0
T,2026-08-15,estimate,epsRevUp7,FY2027-12-31,13.0
T,2026-08-15,estimate,epsRevUp30,FY2027-12-31,13.0
T,2026-08-15,estimate,epsRevDown7,FY2027-12-31,6.0
T,2026-08-15,estimate,epsRevDown30,FY2027-12-31,5.0
CHTR,2026-08-15,estimate,epsEst,FQ2026-09-30,10.01555
CHTR,2026-08-08,estimate,epsEst,FQ2026-09-30,10.10126
CHTR,2026-07-16,estimate,epsEst,FQ2026-09-30,10.32463
CHTR,2026-06-16,estimate,epsEst,FQ2026-09-30,10.40005
CHTR,2026-05-17,estimate,epsEst,FQ2026-09-30,10.40005
CHTR,2026-08-15,estimate,epsEst,FQ2026-12-31,11.76241
CHTR,2026-08-08,estimate,epsEst,FQ2026-12-31,11.82526
CHTR,2026-07-16,estimate,epsEst,FQ2026-12-31,12.10026
CHTR,2026-06-16,estimate,epsEst,FQ2026-12-31,12.23451
CHTR,2026-05-17,estimate,epsEst,FQ2026-12-31,12.23451
CHTR,2026-08-15,estimate,epsEst,FY2026-12-31,41.91909
CHTR,2026-08-08,estimate,epsEst,FY2026-12-31,42.10439
CHTR,2026-07-16,estimate,epsEst,FY2026-12-31,41.66137
CHTR,2026-06-16,estimate,epsEst,FY2026-12-31,41.90553
CHTR,2026-05-17,estimate,epsEst,FY2026-12-31,41.90553
CHTR,2026-08-15,estimate,epsEst,FY2027-12-31,45.26115
CHTR,2026-08-08,estimate,epsEst,FY2027-12-31,45.26879
CHTR,2026-07-16,estimate,epsEst,FY2027-12-31,45.1982
CHTR,2026-06-16,estimate,epsEst,FY2027-12-31,45.58407
CHTR,2026-05-17,estimate,epsEst,FY2027-12-31,45.58407
CHTR,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,10.01555
CHTR,2026-08-15,estimate,epsEstLow,FQ2026-09-30,8.307
