ticker,as_of,insider,position,transaction,shares,value,ownership
MO,2025-05-15,CLARKE IAN L.T.,Director,Stock Award(Grant) at price 0.00 per share.,3219,0.0,D
MO,2025-05-15,STODDART RICHARD S.,Director,Stock Award(Grant) at price 0.00 per share.,3219,0.0,D
MO,2025-05-15,STRAHLMAN ELLEN,Director,Stock Award(Grant) at price 0.00 per share.,3219,0.0,D
MO,2025-05-15,CONNELLY MARJORIE MARY,Director,Stock Award(Grant) at price 0.00 per share.,3219,0.0,D
MO,2025-05-15,MUNOZ GEORGE,Director,Stock Award(Grant) at price 0.00 per share.,3219,0.0,D
MO,2025-05-15,SHANKS VIRGINIA E,Director,Stock Award(Grant) at price 0.00 per share.,3219,0.0,D
MO,2025-05-15,MCQUADE KATHRYN ANN BOVA,Director,Stock Award(Grant) at price 0.00 per share.,5828,0.0,D
MO,2025-04-16,GIFFORD WILLIAM F JR,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,31037,0.0,D
MO,2025-02-27,MANCUSO SALVATORE,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,15144,0.0,D
MO,2025-02-27,WHITAKER CHARLES N,Officer,Stock Award(Grant) at price 0.00 per share.,8568,0.0,D
MO,2025-02-27,NEWMAN HEATHER A,Officer,Stock Award(Grant) at price 0.00 per share.,10430,0.0,D
MO,2025-02-27,MCCARTER ROBERT A. III,General Counsel,Stock Award(Grant) at price 0.00 per share.,5088,0.0,D
MO,2025-02-27,D'AMBROSIA STEVEN,Officer,Stock Award(Grant) at price 0.00 per share.,1581,0.0,D
MO,2025-02-27,BEGLEY JODY L,Chief Operating Officer,Stock Award(Grant) at price 0.00 per share.,17119,0.0,D
MO,2025-02-27,GIFFORD WILLIAM F JR,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,48911,0.0,D
MO,2025-02-26,MANCUSO SALVATORE,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,28175,0.0,D
MO,2025-02-26,WHITAKER CHARLES N,Officer,Stock Award(Grant) at price 0.00 per share.,13085,0.0,D
MO,2025-02-26,MCCARTER ROBERT A. III,General Counsel,Stock Award(Grant) at price 0.00 per share.,21673,0.0,D
MO,2025-02-26,D'AMBROSIA STEVEN,Officer,Stock Award(Grant) at price 0.00 per share.,3035,0.0,D
MO,2025-02-26,NEWMAN HEATHER A,Officer,Stock Award(Grant) at price 0.00 per share.,13085,0.0,D
MO,2025-02-26,BEGLEY JODY L,Chief Operating Officer,Stock Award(Grant) at price 0.00 per share.,24924,0.0,D
MO,2025-02-26,GIFFORD WILLIAM F JR,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,84433,0.0,D
MO,2025-02-14,MUNOZ GEORGE,Director,Conversion of Exercise of derivative security at price 53.29 per share.,1940,103383.0,D
MO,2024-12-10,BEGLEY JODY L,Chief Operating Officer,Stock Award(Grant) at price 0.00 per share.,26897,0.0,D
MDLZ,2026-07-01,BANATI AMIT,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,20370,0.0,D
MDLZ,2026-05-20,SIEWERT PATRICK T,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,MCKINSTRY NANCY,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,COUSIN ERTHARIN,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,TODMAN MICHAEL A,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,HART CEES T,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,MCNAMARA BRIAN JAMES,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,NIELSEN JANE HAMILTON,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,MESQUITA JORGE S,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-20,PRICE PAULA A,Director,Stock Award(Grant) at price 0.00 per share.,3525,0.0,D
MDLZ,2026-05-01,STEVENS BRIAN,Officer,Sale at price 61.46 - 61.55 per share.,64,3934.0,I
MDLZ,2026-04-30,STEVENS BRIAN,Officer,Stock Gift at price 0.00 per share.,20,0.0,I
MDLZ,2026-02-13,VALLE GUSTAVO CARLOS,Officer,Sale at price 62.00 per share.,3000,186000.0,D
MDLZ,2026-02-11,ZARAMELLA LUCA,Chief Operating Officer,Stock Award(Grant) at price 0.00 per share.,96448,0.0,D
MDLZ,2026-02-11,LOZANO MARIANO,Officer,Stock Award(Grant) at price 0.00 per share.,29375,0.0,D
MDLZ,2026-02-11,LILAK STEPHANIE,Officer,Stock Award(Grant) at price 0.00 per share.,14767,0.0,D
MDLZ,2026-02-11,VALLE GUSTAVO CARLOS,Officer,Stock Award(Grant) at price 0.00 per share.,49238,0.0,D
MDLZ,2026-02-11,KUHN VOLKER,Officer,Stock Award(Grant) at price 0.00 per share.,20780,0.0,D
MDLZ,2026-02-11,IYER DEEPAK D,Officer,Stock Award(Grant) at price 0.00 per share.,28486,0.0,D
MDLZ,2026-02-11,RENAUD MARTIN,Officer,Stock Award(Grant) at price 0.00 per share.,37849,0.0,D
MDLZ,2026-02-11,STEVENS BRIAN,Officer,Stock Award(Grant) at price 0.00 per share.,1970,0.0,D
MDLZ,2026-02-11,VAN DE PUT DIRK,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,239359,0.0,D
MDLZ,2026-02-11,STEIN LAURA CONARD,General Counsel,Stock Award(Grant) at price 0.00 per share.,33267,0.0,D
MDLZ,2025-05-21,SIEWERT PATRICK T,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,MCKINSTRY NANCY,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,COUSIN ERTHARIN,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,TODMAN MICHAEL A,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,HART CEES T,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,MCNAMARA BRIAN JAMES,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,NIELSEN JANE HAMILTON,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,MESQUITA JORGE S,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-05-21,PRICE PAULA A,Director,Stock Award(Grant) at price 0.00 per share.,3009,0.0,D
MDLZ,2025-04-01,KUHN VOLKER,Officer,Stock Award(Grant) at price 0.00 per share.,5130,0.0,D
MDLZ,2025-03-11,GRUBER VINZENZ P.,Officer,Conversion of Exercise of derivative security at price 39.70 per share.,22830,906351.0,D
MDLZ,2025-03-04,ZARAMELLA LUCA,Chief Financial Officer,Conversion of Exercise of derivative security at price 39.70 per share.,24410,969077.0,D
MDLZ,2025-02-12,ZARAMELLA LUCA,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,58941,0.0,D
MDLZ,2025-02-12,LOZANO MARIANO,Officer,Stock Award(Grant) at price 0.00 per share.,20282,0.0,D
MDLZ,2025-02-12,GRUBER VINZENZ P.,Officer,Stock Award(Grant) at price 0.00 per share.,41263,0.0,D
MDLZ,2025-02-12,LILAK STEPHANIE,Officer,Stock Award(Grant) at price 0.00 per share.,1829,0.0,D
MDLZ,2025-02-12,VALLE GUSTAVO CARLOS,Officer,Stock Award(Grant) at price 0.00 per share.,30950,0.0,D
MDLZ,2025-02-12,IYER DEEPAK D,Officer,Stock Award(Grant) at price 0.00 per share.,6490,0.0,D
MDLZ,2025-02-12,RENAUD MARTIN,Officer,Stock Award(Grant) at price 0.00 per share.,23584,0.0,D
MDLZ,2025-02-12,VAN DE PUT DIRK,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,176810,0.0,D
MDLZ,2025-02-12,STEIN LAURA CONARD,General Counsel,Stock Award(Grant) at price 0.00 per share.,26531,0.0,D
MDLZ,2025-01-02,CALL MICHAEL ANDREW,Officer,Stock Award(Grant) at price 0.00 per share.,15130,0.0,D
MDLZ,2024-09-09,GRUBER VINZENZ P.,Officer,Conversion of Exercise of derivative security at price 36.94 per share.,22000,812680.0,D
CL,2026-08-06,CAHILL JOHN T,Director,Sale at price 93.37 per share.,4170,389358.0,D
CL,2026-08-06,CAHILL JOHN T,Director,Conversion of Exercise of derivative security at price 71.56 per share.,4170,298405.0,D
CL,2026-08-05,WALLACE NOEL R,Chief Executive Officer,Sale at price 91.92 - 92.52 per share.,322042,29698617.0,D
CL,2026-08-05,WALLACE NOEL R,Chief Executive Officer,Conversion of Exercise of derivative security at price 72.29 per share.,322042,23280416.0,D
CL,2026-07-01,NORRINGTON LORRIE M,Director,Stock Award(Grant) at price 89.45 per share.,293,26209.0,D
CL,2026-07-01,NEWMAN BRIAN,Director,Stock Award(Grant) at price 89.45 per share.,209,18695.0,D
CL,2026-07-01,BILBREY JOHN P.,Director,Stock Award(Grant) at price 89.45 per share.,265,23704.0,D
CL,2026-05-15,MALCOLM GREGORY,Officer,Sale at price 88.44 per share.,2300,203412.0,D
CL,2026-05-11,NELSON KIMBERLY A.,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-11,NORRINGTON LORRIE M,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-11,HARRIS C. MARTIN M.D.,Director,Stock Award(Grant) at price 0.00 per share.,1556,0.0,D
CL,2026-05-11,BOERNER CHRISTOPHER S,Director,Stock Award(Grant) at price 0.00 per share.,1383,0.0,D
CL,2026-05-11,NEWMAN BRIAN,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-11,EDWARDS LISA MARIE,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-11,BILBREY JOHN P.,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-11,CAHILL JOHN T,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-11,HUND-MEJEAN MARTINA,Director,Stock Award(Grant) at price 0.00 per share.,2075,0.0,D
CL,2026-05-07,MASSEY SALLY,Officer,Sale at price 87.41 per share.,8599,751633.0,D
CL,2026-04-01,NEWMAN BRIAN,Director,Stock Award(Grant) at price 89.05 per share.,210,18700.0,D
CL,2026-04-01,BILBREY JOHN P.,Director,Stock Award(Grant) at price 89.05 per share.,266,23687.0,D
CL,2026-04-01,NORRINGTON LORRIE M,Director,Stock Award(Grant) at price 89.05 per share.,294,26181.0,D
CL,2026-02-23,WALLACE NOEL R,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,136710,0.0,D
CL,2026-02-23,DANIELS JENNIFER M.,Officer,Stock Award(Grant) at price 0.00 per share.,25742,0.0,D
CL,2026-02-23,MALCOLM GREGORY,Officer,Stock Award(Grant) at price 0.00 per share.,6268,0.0,D
CL,2026-02-23,HAZLIN JOHN,Officer,Stock Award(Grant) at price 0.00 per share.,12803,0.0,D
CL,2026-02-23,SUTULA STANLEY J III,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,38678,0.0,D
CL,2026-02-23,TSOURAPAS PANAGIOTIS,Officer,Stock Award(Grant) at price 0.00 per share.,25742,0.0,D
CL,2026-02-23,MASSEY SALLY,Officer,Stock Award(Grant) at price 0.00 per share.,16805,0.0,D
CL,2026-02-12,TSOURAPAS PANAGIOTIS,Officer,Sale at price 94.61 - 97.81 per share.,50000,4778436.0,D
CL,2026-02-12,TSOURAPAS PANAGIOTIS,Officer,Conversion of Exercise of derivative security at price 76.41 per share.,50000,3820500.0,D
CL,2026-02-10,HAZLIN JOHN,Officer,Sale at price 94.25 per share.,20989,1978211.0,D
CL,2026-02-10,HAZLIN JOHN,Officer,Conversion of Exercise of derivative security at price 76.41 per share.,20989,1603769.0,D
CL,2026-02-06,MALCOLM GREGORY,Officer,Sale at price 94.91 per share.,12747,1209822.0,D
CL,2026-02-06,MALCOLM GREGORY,Officer,Conversion of Exercise of derivative security at price 76.41 per share.,12747,973998.0,D
CL,2026-02-05,MASSEY SALLY,Officer,Sale at price 95.03 per share.,15851,1506287.0,D
CL,2026-02-05,MASSEY SALLY,Officer,Conversion of Exercise of derivative security at price 76.41 per share.,15851,1211175.0,D
CL,2026-02-04,SUTULA STANLEY J III,Chief Financial Officer,Sale at price 94.27 per share.,97843,9223288.0,D
CL,2026-02-04,DANIELS JENNIFER M.,Officer,Sale at price 94.34 per share.,22000,2075399.0,D
CL,2026-02-04,WALLACE NOEL R,Chief Executive Officer,Sale at price 93.91 per share.,45568,4279496.0,D
CL,2026-02-04,DANIELS JENNIFER M.,Officer,Conversion of Exercise of derivative security at price 72.29 per share.,22000,1590380.0,D
CL,2026-02-04,SUTULA STANLEY J III,Chief Financial Officer,Conversion of Exercise of derivative security at price 81.78 per share.,97843,8001601.0,D
CL,2026-01-02,NEWMAN BRIAN,Director,Stock Award(Grant) at price 78.66 per share.,238,18721.0,D
CL,2026-01-02,BILBREY JOHN P.,Director,Stock Award(Grant) at price 78.66 per share.,301,23677.0,D
CL,2026-01-02,NORRINGTON LORRIE M,Director,Stock Award(Grant) at price 78.66 per share.,333,26194.0,D
CL,2025-11-21,MASSEY SALLY,Officer,Sale at price 80.89 per share.,1237,100061.0,D
CL,2025-10-01,NEWMAN BRIAN,Director,Stock Award(Grant) at price 82.13 per share.,228,18726.0,D
CL,2025-10-01,BILBREY JOHN P.,Director,Stock Award(Grant) at price 82.13 per share.,289,23736.0,D
CL,2025-10-01,NORRINGTON LORRIE M,Director,Stock Award(Grant) at price 82.13 per share.,319,26199.0,D
CL,2025-09-11,WALLACE NOEL R,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,28314,0.0,D
CL,2025-09-11,DANIELS JENNIFER M.,Officer,Stock Award(Grant) at price 0.00 per share.,4592,0.0,D
CL,2025-09-11,MALCOLM GREGORY,Officer,Stock Award(Grant) at price 0.00 per share.,1119,0.0,D
CL,2025-09-11,GRANT SHANE,Officer,Stock Award(Grant) at price 0.00 per share.,3569,0.0,D
CL,2025-09-11,HAZLIN JOHN,Officer,Stock Award(Grant) at price 0.00 per share.,4045,0.0,D
CL,2025-09-11,SUTULA STANLEY J III,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,8328,0.0,D
CL,2025-09-11,TSOURAPAS PANAGIOTIS,Officer,Stock Award(Grant) at price 0.00 per share.,4759,0.0,D
CL,2025-09-11,PARAMESWARAN PRABHA,Officer,Stock Award(Grant) at price 0.00 per share.,4592,0.0,D
CL,2025-09-11,MASSEY SALLY,Officer,Stock Award(Grant) at price 0.00 per share.,3450,0.0,D
CL,2025-07-01,NORRINGTON LORRIE M,Director,Stock Award(Grant) at price 89.91 per share.,292,26254.0,D
CL,2025-07-01,NEWMAN BRIAN,Director,Stock Award(Grant) at price 89.91 per share.,208,18701.0,D
CL,2025-07-01,BILBREY JOHN P.,Director,Stock Award(Grant) at price 89.91 per share.,264,23736.0,D
KMB,2026-05-06,SCRIBNER ANDREW,Officer,Sale at price 98.00 per share.,4095,401310.0,D
KMB,2026-05-04,CHEN KATY,Officer,Sale at price 95.34 per share.,1596,152164.0,D
KMB,2026-04-30,CHEN KATY,Officer,Sale at price 96.96 per share.,1405,136222.0,D
KMB,2026-04-24,MELUCCI JEFFREY P,Officer,Stock Award(Grant) at price 0.00 per share.,15525,0.0,D
KMB,2026-04-24,TORRES RUSSELL,President,Stock Award(Grant) at price 0.00 per share.,21169,0.0,D
KMB,2026-04-24,ABOU-OAF EHAB,Officer,Stock Award(Grant) at price 0.00 per share.,9173,0.0,D
KMB,2026-04-24,FENSKE TAMERA,Officer,Stock Award(Grant) at price 0.00 per share.,10585,0.0,D
KMB,2026-04-24,CHEN KATY,Officer,Stock Award(Grant) at price 0.00 per share.,3087,0.0,D
KMB,2026-04-24,SCRIBNER ANDREW,Officer,Stock Award(Grant) at price 0.00 per share.,3234,0.0,D
KMB,2026-04-24,HSU MICHAEL D,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,76208,0.0,D
KMB,2026-04-24,URDANETA NELSON,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,19053,0.0,D
KMB,2026-02-09,MACLIN SAMUEL TODD,Director,Purchase at price 104.15 per share.,10000,1041467.0,I
KMB,2026-02-05,SCRIBNER ANDREW,Officer,Sale at price 104.29 per share.,3049,317980.0,D
KMB,2025-10-31,FENSKE TAMERA,Officer,Stock Award(Grant) at price 0.00 per share.,20176,0.0,D
KMB,2025-08-04,HICKS ZACKERY ALLEN,Chief Technology Officer,Sale at price 133.40 per share.,15038,2006117.0,D
KMB,2025-07-29,HICKS ZACKERY ALLEN,Chief Technology Officer,Stock Award(Grant) at price 0.00 per share.,38098,0.0,D
KMB,2025-05-02,CHEN KATY,Officer,Sale at price 129.70 per share.,740,95978.0,D
KMB,2025-04-29,CHEN KATY,Officer,Sale at price 130.74 per share.,1794,234545.0,D
KMB,2025-04-25,CHEN KATY,Officer,Stock Award(Grant) at price 0.00 per share.,2802,0.0,D
KMB,2025-04-25,URDANETA NELSON,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,26428,0.0,D
KMB,2025-04-09,MACLIN SAMUEL TODD,Director,Purchase at price 145.77 per share.,266,38775.0,D
KMB,2025-02-28,MELUCCI JEFFREY P,Officer,Stock Award(Grant) at price 0.00 per share.,26989,0.0,D
KMB,2025-02-28,TORRES RUSSELL,President,Stock Award(Grant) at price 0.00 per share.,35986,0.0,D
KMB,2025-02-28,ABOU-OAF EHAB,Officer,Stock Award(Grant) at price 0.00 per share.,16707,0.0,D
KMB,2025-02-28,HSU MICHAEL D,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,128524,0.0,D
KMB,2025-02-28,DREXLER ANDREW CPA,Officer,Stock Award(Grant) at price 0.00 per share.,7389,0.0,D
KMB,2025-02-28,KARRMANN SANDRA R A,Officer,Stock Award(Grant) at price 0.00 per share.,14138,0.0,D
KMB,2025-02-28,DREXLER ANDREW CPA,Officer,Sale at price 141.00 per share.,10838,1528158.0,D
KMB,2025-02-28,DREXLER ANDREW CPA,Officer,Conversion of Exercise of derivative security at price 132.63 per share.,10838,1437444.0,D
KMB,2025-02-21,DREXLER ANDREW CPA,Officer,Sale at price 140.00 per share.,2500,350000.0,D
KMB,2024-11-22,DREXLER ANDREW CPA,Officer,Sale at price 139.01 per share.,3000,417036.0,D
MCD,2026-06-10,ERLINGER JOSEPH M,Officer,Sale at price 284.32 per share.,5252,1493249.0,D
MCD,2026-06-10,ERLINGER JOSEPH M,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,5252,828713.0,D
MCD,2026-05-28,RALLS-MORRISON DESIREE ANN,Officer,Sale at price 278.36 per share.,2763,769109.0,D
MCD,2026-05-26,ERLINGER JOSEPH M,Officer,Sale at price 280.11 per share.,333,93277.0,D
MCD,2026-04-23,ERLINGER JOSEPH M,Officer,Sale at price 302.72 per share.,333,100806.0,D
MCD,2026-04-10,ERLINGER JOSEPH M,Officer,Sale at price 307.00 per share.,2626,806182.0,D
MCD,2026-04-10,ERLINGER JOSEPH M,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,2626,414357.0,D
MCD,2026-03-23,ERLINGER JOSEPH M,Officer,Sale at price 313.47 per share.,333,104386.0,D
MCD,2026-03-18,BARONI DARIO,Officer,Sale at price 323.77 per share.,600,194262.0,D
MCD,2026-03-10,ERLINGER JOSEPH M,Officer,Sale at price 328.34 per share.,2626,862221.0,D
MCD,2026-03-10,ERLINGER JOSEPH M,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,2626,414357.0,D
MCD,2026-02-23,BANNER JONATHAN,Officer,Sale at price 333.24 - 333.42 per share.,6200,2066596.0,D
MCD,2026-02-23,ERLINGER JOSEPH M,Officer,Sale at price 330.43 per share.,333,110033.0,D
MCD,2026-02-23,BANNER JONATHAN,Officer,Conversion of Exercise of derivative security at price 266.20 per share.,4600,1224520.0,D
MCD,2026-02-13,KEMPCZINSKI CHRISTOPHER J,Chief Executive Officer,Sale at price 331.35 - 333.54 per share.,52553,17470981.0,D
MCD,2026-02-13,KEMPCZINSKI CHRISTOPHER J,Chief Executive Officer,Conversion of Exercise of derivative security at price 128.09 per share.,73281,6731514.0,D
MCD,2026-02-13,FLATLEY EDITH MORGAN,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,6686,740351.0,D
MCD,2026-02-12,FLATLEY EDITH MORGAN,Officer,Sale at price 331.00 per share.,4692,1553052.0,D
MCD,2026-02-10,ERLINGER JOSEPH M,Officer,Sale at price 325.25 per share.,2626,854106.0,D
MCD,2026-02-10,ERLINGER JOSEPH M,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,2626,414357.0,D
MCD,2026-01-12,ERLINGER JOSEPH M,Officer,Sale at price 306.58 per share.,2626,805079.0,D
MCD,2026-01-12,ERLINGER JOSEPH M,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,2626,414357.0,D
MCD,2025-12-16,RALLS-MORRISON DESIREE ANN,Officer,Sale at price 320.00 per share.,2486,795520.0,D
MCD,2025-12-12,FLATLEY EDITH MORGAN,Officer,Sale at price 315.00 per share.,658,207270.0,D
MCD,2025-12-01,STEIJAERT MANUEL JM,Officer,Sale at price 305.50 per share.,6567,2006218.0,D
MCD,2025-12-01,STEIJAERT MANUEL JM,Officer,Conversion of Exercise of derivative security at price 266.20 per share.,6567,1748135.0,D
MCD,2025-11-21,BORDEN IAN FREDERICK,Chief Financial Officer,Sale at price 310.00 per share.,17134,5311540.0,D
MCD,2025-11-21,BORDEN IAN FREDERICK,Chief Financial Officer,Conversion of Exercise of derivative security at price 116.73 per share.,17134,2000052.0,D
MCD,2025-11-20,ERLINGER JOSEPH M,Officer,Stock Gift at price 0.00 per share.,690,0.0,D
MCD,2025-11-14,ERLINGER JOSEPH M,Officer,Sale at price 305.82 per share.,3195,977095.0,D
MCD,2025-11-05,STEIJAERT MANUEL JM,Officer,Sale at price 300.42 per share.,13134,3945716.0,D
MCD,2025-11-05,STEIJAERT MANUEL JM,Officer,Conversion of Exercise of derivative security at price 253.39 - 266.20 per share.,13134,3373538.0,D
MCD,2025-10-14,RICE BRIAN S,Chief Technology Officer,Stock Gift at price 0.00 per share.,8789,0.0,D
MCD,2025-09-02,FLATLEY EDITH MORGAN,Officer,Sale at price 315.00 per share.,1000,315000.0,D
MCD,2025-08-20,FLATLEY EDITH MORGAN,Officer,Sale at price 315.00 per share.,4716,1485540.0,D
MCD,2025-08-20,FLATLEY EDITH MORGAN,Officer,Conversion of Exercise of derivative security at price 157.79 per share.,4692,740351.0,D
MCD,2025-08-19,BANNER JONATHAN,Officer,Sale at price 310.00 per share.,1000,310000.0,D
MCD,2025-08-06,RALLS-MORRISON DESIREE ANN,Officer,Sale at price 310.00 per share.,2487,770970.0,D
MCD,2025-08-01,FLATLEY EDITH MORGAN,Officer,Sale at price 303.50 per share.,976,296216.0,D
MCD,2025-07-23,ERLINGER JOSEPH M,Officer,Sale at price 299.49 per share.,939,281221.0,D
MCD,2025-07-10,FLATLEY EDITH MORGAN,Officer,Sale at price 300.00 per share.,1000,300000.0,D
MCD,2025-06-23,ERLINGER JOSEPH M,Officer,Sale at price 288.52 per share.,939,270920.0,D
MCD,2025-05-23,ERLINGER JOSEPH M,President,Sale at price 315.07 per share.,939,295851.0,D
MCD,2025-05-20,STEIJAERT MANUEL JM,Officer,Sale at price 319.66 per share.,6000,1917960.0,D
MCD,2025-05-20,STEIJAERT MANUEL JM,Officer,Conversion of Exercise of derivative security at price 253.39 per share.,6000,1520340.0,D
MCD,2025-05-07,KEMPCZINSKI CHRISTOPHER J,Chief Executive Officer,Stock Gift at price 0.00 per share.,31842,0.0,D
MCD,2025-04-23,ERLINGER JOSEPH M,Officer,Sale at price 318.50 per share.,939,299072.0,D
MCD,2025-03-24,ERLINGER JOSEPH M,Officer,Sale at price 306.30 per share.,939,287616.0,D
MCD,2025-02-27,BOYD TIFFANIE L,Officer,Sale at price 309.27 per share.,1000,309270.0,D
MCD,2025-02-24,STEIJAERT MANUEL JM,Officer,Sale at price 308.71 per share.,10459,3228798.0,D
MCD,2025-02-24,ERLINGER JOSEPH M,Officer,Sale at price 305.00 per share.,939,286395.0,D
MCD,2025-02-24,STEIJAERT MANUEL JM,Officer,Conversion of Exercise of derivative security at price 128.09 - 174.15 per share.,10459,1704997.0,D
MCD,2025-02-21,GROSS MARION K,Officer,Sale at price 304.60 per share.,1099,334871.0,D
MCD,2025-02-21,BANNER JONATHAN,Officer,Sale at price 304.33 per share.,1500,456495.0,D
MCD,2025-02-19,FLATLEY EDITH MORGAN,Officer,Sale at price 300.76 per share.,3200,962432.0,D
MCD,2025-02-13,BANNER JONATHAN,Officer,Sale at price 307.41 per share.,9200,2828172.0,D
MCD,2025-02-13,BANNER JONATHAN,Officer,Conversion of Exercise of derivative security at price 266.20 per share.,13922,2449040.0,D
MCD,2025-02-11,KEMPCZINSKI CHRISTOPHER J,Chief Executive Officer,Sale at price 310.05 per share.,10500,3255525.0,D
MCD,2025-01-23,ERLINGER JOSEPH M,Officer,Sale at price 280.75 per share.,300,84225.0,D
MCD,2025-01-02,GROSS MARION K,Officer,Sale at price 290.95 per share.,1499,436134.0,D
SBUX,2026-08-05,BREWER BRADY,Officer,Sale at price 105.99 per share.,2229,236252.0,D
SBUX,2026-07-06,BREWER BRADY,Officer,Sale at price 104.00 per share.,2229,231816.0,D
SBUX,2026-06-11,BREWER BRADY,Officer,Sale at price 100.00 per share.,588,58800.0,D
SBUX,2026-06-05,BREWER BRADY,Officer,Sale at price 94.33 per share.,1641,154796.0,D
SBUX,2026-05-05,BREWER BRADY,Officer,Sale at price 104.81 per share.,2229,233621.0,D
SBUX,2026-04-29,KELLY SARA,Officer,Sale at price 105.00 per share.,2000,210000.0,D
SBUX,2026-04-17,BREWER BRADY,Officer,Sale at price 100.00 per share.,588,58800.0,D
SBUX,2026-04-06,BREWER BRADY,Officer,Sale at price 90.00 per share.,1641,147690.0,D
SBUX,2026-03-25,ALLISON RICHARD E JR,Director,Stock Award(Grant) at price 0.00 per share.,3991,0.0,D
SBUX,2026-03-25,CAMPION ANDREW,Director,Stock Award(Grant) at price 0.00 per share.,4099,0.0,D
SBUX,2026-03-25,MOYO DAMBISA F,Director,Stock Award(Grant) at price 0.00 per share.,2265,0.0,D
SBUX,2026-03-25,KNUDSTORP JORGEN VIG,Director,Stock Award(Grant) at price 0.00 per share.,4746,0.0,D
SBUX,2026-03-25,MOHAN NEAL,Director,Stock Award(Grant) at price 0.00 per share.,3667,0.0,D
SBUX,2026-03-25,SIEVERT G MICHAEL,Director,Stock Award(Grant) at price 0.00 per share.,3667,0.0,D
SBUX,2026-03-25,FORD BETH E,Director,Stock Award(Grant) at price 0.00 per share.,3937,0.0,D
SBUX,2026-03-25,MAYER MARISSA A,Director,Stock Award(Grant) at price 0.00 per share.,3667,0.0,D
SBUX,2026-03-25,SERVITJE DANIEL,Director,Stock Award(Grant) at price 0.00 per share.,3667,0.0,D
SBUX,2026-03-25,ZHANG WEI,Director,Stock Award(Grant) at price 0.00 per share.,3667,0.0,D
SBUX,2026-03-09,BREWER BRADY,Officer,Sale at price 100.00 per share.,588,58800.0,D
SBUX,2026-03-05,KELLY SARA,Officer,Sale at price 97.12 per share.,2500,242800.0,D
SBUX,2026-03-05,BREWER BRADY,Officer,Sale at price 97.12 per share.,1641,159374.0,D
